약국수,약국명,대표전화,시도,도로명주소,Latitude,Longitude,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
416,이진약국,041-531-9474,충청남도,"충청남도 아산시 배방읍 희망로46번길 45-9, 1층 102호 (정주프라자)",36.7917264,127.1068257,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~22:00,08:00~18:00,08:00~18:00
417,이팜약국,051-862-7290,부산광역시,부산광역시 연제구 연수로 89,35.1761533,129.081336,부산광역시 연제구 연산동 822-7 신세계연제점E마트,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
418,이화약국,031-444-3485,경기도,"경기도 안양시 동안구 관악대로 129, 202호 (비산동)",37.3991565,126.9384103,,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~16:00,09:00~17:00,
419,인계햇살약국,070-4134-2935,경기도,경기도 수원시 팔달구 인계로 53,37.2694713,127.0237446,경기도 수원시 팔달구 인계동 871-5 1층,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50,09:00~22:50
420,인하사랑약국,032-872-9094,인천광역시,인천광역시 미추홀구 인하로77번길 6 (용현동),37.4512949,126.6571858,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
421,인화약국,043-263-3770,충청북도,"충청북도 청주시 서원구 모충로12번길 9-13, 1층 5호 (개신동, 한사랑아파트)",36.6246594,127.4665492,충청북도 청주시 서원구 성화개신죽림동 442-3,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,12:00~23:00,11:00~23:00
422,인화약국,031-222-7979,경기도,"경기도 수원시 권선구 권광로 77, 102호 (권선동)",37.2549527,127.028963,경기도 수원시 권선구 권선동 1042-9,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
423,일등365약국,031-483-1442,경기도,"경기도 안산시 단원구 선이로 20, 1층 102호( 내부적)호 (선부동)",37.3426385,126.8028096,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
424,일등약국,041-858-5533,충청남도,충청남도 공주시 번영1로 124,36.4741189,127.1412661,충청남도 공주시 신관동 26,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
425,일출약국,02-333-3806,서울특별시,"서울특별시 마포구 독막로 85, 1층 (상수동)",37.5503529,126.9234722,,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
426,일층가락약국,02-404-2101,서울특별시,"서울특별시 송파구 양재대로 932, 105호 (가락동, 가락몰 관리업무동)",37.4910196,127.1214581,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~17:00,,
427,임영약국,033-643-6071,강원도,강원도 강릉시 율곡로 2937,37.7647449,128.8913411,강원도 강릉시 교1동 825-21,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
428,자명약국,02-867-6968,서울특별시,서울특별시 구로구 디지털로 219 (가리봉동),37.4799868,126.8902355,,18:00~23:00,18:00~23:00,18:00~23:00,18:00~23:00,18:00~23:00,18:00~23:00,,
429,자연약국,064-712-1596,제주특별자치도,"제주특별자치도 제주시 노연로 90, 1층 (연동)",33.4857137,126.4897703,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
430,자연주의약국,02-2235-0306,서울특별시,서울특별시 중구 다산로 90,37.5522727,127.0088543,서울특별시 중구 신당동 366-16,08:50~23:00,08:50~23:00,08:50~23:00,08:50~23:00,08:50~23:00,08:50~22:00,,
431,자인당약국,02-933-4956,서울특별시,서울특별시 노원구 노해로 508,37.653688,127.064743,서울특별시 노원구 노해길 506,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,13:00~21:00,09:00~23:30
432,장수알파약국,02-3487-4233,서울특별시,"서울특별시 서초구 서초중앙로 38, 정원빌딩 1층 (서초동)",37.4854248,127.0162624,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~22:00,22:00~25:00,22:00~25:00
433,장수약국,02-843-2843,서울특별시,"서울특별시 영등포구 신풍로 46, (신길동)",37.4998635,126.9110152,서울특별시 영등포구 신길6동 3844,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,08:00~22:50,,08:00~22:50
434,장춘당약국,054-631-2235,경상북도,경상북도 영주시 중앙로 95 (영주동),36.8239069,128.6250984,,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00
435,재창약국,054-434-2678,경상북도,"경상북도 김천시 김천로 31, (평화동)",36.1262446,128.1068514,경상북도 김천시 평화동 452-38,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
436,전승완약국,031-734-6041,경기도,"경기도 성남시 중원구 광명로 372, 1층 (금광동)",37.4448239,127.1573297,경기도 성남시 중원구 금광1동 1938,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,08:30~24:00
437,전주종로약국중화산점,063-226-7585,전라북도,전라북도 전주시 완산구 백제대로 262 (중화산동2가),35.8223897,127.1235008,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,10:00~22:00,09:00~22:00
438,정문온누리약국,02-549-3003,서울특별시,서울특별시 은평구 진흥로 196,37.6084587,126.9312292,서울특별시 은평구 녹번동 117-111,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:30~22:00,08:30~22:00,08:30~22:00
439,정성약국,051-631-4298,부산광역시,"부산광역시 동구 정공단로 35, 1층 (좌천동)",35.1358226,129.05464,,09:00~18:00,09:00~24:00,09:00~18:00,09:00~18:00,09:00~24:00,09:00~21:00,09:00~21:00,09:00~17:00
440,정약국,02-393-3156,서울특별시,"서울특별시 서대문구 신촌로 109, 신촌르메이에르타운5 1층 111-2호 (창천동)",37.5558225,126.9379347,,09:00~19:30,09:00~19:30,09:00~19:30,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,
441,정약국,041-667-7584,충청남도,"충청남도 서산시 안견로 284, 1층층 (읍내동)",36.7840211,126.4474772,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
442,정원약국,02-755-5866,서울특별시,"서울특별시 중구 세종대로18길 10, (태평로2가)",37.5636675,126.9776064,서울특별시 중구 태평로2가 52,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:00,,11:00~22:00
443,정화약국,031-577-8366,경기도,"경기도 남양주시 와부읍 덕소로 218, 103,104호 (와부읍)",37.579471,127.2204782,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
444,제세약국,031-651-7714,경기도,경기도 평택시 조개터로42번길 58 (합정동),36.9901376,127.1058209,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~24:00
445,제일그랜드약국,02-546-0093,서울특별시,서울특별시 강남구 강남대로 478,37.5050679,127.024656,서울특별시 강남구 논현동 200,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,06:00~30:00,00:00~24:00
446,제일당약국,031-674-1041,경기도,"경기도 안성시 중앙로400번길 19, (동본동)",37.0063555,127.2712754,경기도 안성시 동본동 75,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30
447,제일약국,063-653-2712,전라북도,"전라북도 순창군 순창읍 순창로 232,",35.3756463,127.1435546,전라북도 순창군 순창읍 남계리 218-2,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
448,조광약국,064-764-4159,제주특별자치도,제주특별자치도 서귀포시 남원읍 태위로 633,33.2781222,126.7144472,,08:30~23:00,08:30~20:00,08:30~23:00,08:30~20:00,08:30~20:00,08:30~13:00,,
449,조아약국,043-211-7963,충청북도,"충청북도 청주시 청원구 충청대로 95, 동학빌딩 1층 (율량동)",36.6650747,127.4929568,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,11:00~21:00,
450,조천약국,064-783-8989,제주특별자치도,제주특별자치도 제주시 조천읍 신북로 226,33.5359863,126.6372538,제주특별자치도 제주시 조천읍 조천리 2317-6,08:00~23:00,08:00~21:00,08:00~23:00,08:00~21:00,08:00~23:00,08:00~21:00,,
451,종각호약국,02-6949-0940,서울특별시,"서울특별시 종로구 종로 80-2, 삼양빌딩 1층 (종로2가)",37.5699074,126.9864096,,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~22:00,14:00~20:00,14:00~20:00
452,종로세명약국,031-431-4044,경기도,"경기도 시흥시 정왕대로 220 (정왕동, 우리메디칼센타 106호)",37.3456244,126.7336997,,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,10:00~23:00,
453,종로세명약국,02-3492-9963,서울특별시,"서울특별시 도봉구 방학로 176, (방학동)",37.6625218,127.032467,서울특별시 도봉구 방학동 668-5,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,09:00~22:30,15:00~22:30,14:00~23:00
454,종로약국,031-314-4719,경기도,경기도 시흥시 수인로3381번길 32 (신천동),37.4384741,126.7823649,경기도 시흥시 신천동 840-4,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:00,10:00~22:00,09:00~22:00
455,종로프라자약국,02-2012-1276,서울특별시,"서울특별시 용산구 한강대로23길 55 (한강로3가, 이마트내)",37.5280137,126.9653287,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00
456,종원종로약국,062-682-7515,광주광역시,"광주광역시 서구 화개1로 57, 1층 14호 (금호동)",35.1291662,126.8550037,,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,08:00~24:00,09:00~23:00,09:00~24:00
457,주엽1번출구약국,031-911-3111,경기도,"경기도 고양시 일산서구 중앙로 1421, NH농협은행 NH금융PLUS 주엽센터 (주엽동)",37.6693995,126.7619914,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
458,중경당약국,02-2246-1220,서울특별시,"서울특별시 동대문구 장한로 58, 1층 (장안동)",37.5660714,127.0680604,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,
459,중문약국,064-739-9687,제주특별자치도,제주특별자치도 서귀포시 천제연로 200 (중문동),33.2532184,126.4272791,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,,09:00~24:00
460,중앙시장약국,031-465-3317,경기도,"경기도 안양시 만안구 안양로 305, 1층 (안양동)",37.3991378,126.9207204,경기도 안양시 만안구 안양동 707-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30
461,중앙약국,043-532-2659,충청북도,"충청북도 진천군 진천읍 중앙동로 61, 1층",36.8553816,127.4446942,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
462,중앙약국,051-728-2210,부산광역시,"부산광역시 기장군 정관면 정관4로 38, 102호 (금샘프라자)",35.3260946,129.1709897,부산광역시 기장군 정관면 용수리 1328-5번지,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~22:00,09:00~24:00,09:00~24:00
463,중앙온누리약국,032-321-7741,경기도,"경기도 부천시 소향로 131, 103호(중동,로하스프라자)",37.5023801,126.7623503,경기도 부천시 원미구 중동 1161-3,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,19:00~23:00,11:00~23:00
464,즐거운약국,062-373-9453,광주광역시,"광주광역시 서구 시청로 13, 1층 104호 (치평동)",35.1525331,126.8516378,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,12:30~21:30,12:30~21:30
465,지리산약국,051-506-0599,부산광역시,"부산광역시 동래구 아시아드대로228번길 26, 화영빌딩 1층 (온천동)",35.2034637,129.0683989,부산광역시 동래구 온천동 1413-7,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00
466,지성약국,051-403-2122,부산광역시,부산광역시 영도구 상리로 1,35.0857071,129.068518,부산광역시 영도구 동삼3동 1123,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
467,지씨지센타약국,042-487-8871,대전광역시,"대전광역시 서구 월평새뜸로4번길 95, 1층 101호 (월평동)",36.3540713,127.3575064,,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,19:00~24:00,,,
468,지현약국,02-842-6905,서울특별시,서울특별시 영등포구 영등포로 399-5 (신길동),37.5136894,126.9222537,서울특별시 영등포구 신길동 69-17,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,09:30~23:30,11:00~23:30,
469,진선약국,02-567-0429,서울특별시,서울특별시 강남구 선릉로 424 (대치동),37.4994914,127.0610527,서울특별시 강남구 대치동 897,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,10:00~21:00,
470,진성온누리약국,02-3494-5177,서울특별시,"서울특별시 도봉구 도봉로 681, (방학동)",37.6644855,127.0410194,서울특별시 도봉구 방학1동 703-61,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,15:00~19:00,
471,진약국,02-935-8266,서울특별시,"서울특별시 노원구 노해로 452, (상계동)",37.653461,127.0584074,"서울특별시 노원구 상계6,7동 734-3",09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00
472,진영동산약국,055-343-2460,경상남도,경상남도 김해시 진영읍 진영로 146,35.3032713,128.7289078,경상남도 김해시 진영읍 진영리 255-10,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30
473,진주플러스약국,055-755-9859,경상남도,"경상남도 진주시 대신로 304, 지하1층 (상대동)",35.1875681,128.117722,경상남도 진주시 대신로 304 (상대동) 지하1층,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00
474,진하온누리약국,031-798-1308,경기도,경기도 광주시 곤지암읍 평촌길 36,37.3563892,127.3257059,경기도 광주시 곤지암읍 삼리 134-9,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,23:00~23:00,09:00~13:00
475,참사랑약국,032-811-0500,인천광역시,인천광역시 연수구 경원대로 184,37.4041584,126.681106,인천광역시 연수구 동춘동 926-9,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~24:00,10:00~24:00,10:00~23:00
476,참약국,070-8163-2488,서울특별시,서울특별시 마포구 와우산로 149 1층,37.5545666,126.9296725,서울특별시 마포구 서교동 327-15 1층,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00
477,참조은약국,041-572-0002,충청남도,충청남도 천안시 서북구 충무로 172 (쌍용동),36.7939747,127.1264675,,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00,08:30~26:00
478,참조은약국,031-725-2274,경기도,경기도 성남시 분당구 성남대로925번길 16,37.4130682,127.1272313,경기도 성남시 분당구 야탑동 341,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,,10:00~22:00
479,참좋은약국,031-395-0365,경기도,"경기도 군포시 삼성로 74, 트레이더스 군포점 1층 (부곡동)",37.3402004,126.9345511,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,
480,창덕약국,02-972-2933,서울특별시,서울특별시 노원구 동일로182길 20 (공릉동),37.6229497,127.0753054,,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
481,창일약국,032-466-8245,인천광역시,인천광역시 남동구 장승로 38 (만수동),37.4451026,126.7368163,인천광역시 남동구 만수6동 1088-9,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:20
482,천경약국,031-240-0591,경기도,경기도 수원시 팔달구 갓매산로76번길 5,37.2701681,127.0023762,경기도 수원시 팔달구 매산로1가 18,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,07:00~22:00
483,천수당약국,062-234-8555,광주광역시,"광주광역시 동구 문화전당로35번길 15, (광산동)",35.1452388,126.917483,광주광역시 동구 광산동 88-9,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
484,천안휴게소약국,041-558-3380,충청남도,"충청남도 천안시 동남구 쉼1길 42, 천안삼거리휴게소 2동 (삼룡동)",36.7882703,127.1732501,,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~23:30,08:30~23:30,08:30~23:30
485,철산약국,02-2612-2342,경기도,"경기도 광명시 오리로 857, (철산동)",37.4793462,126.8719535,"경기도 광명시 철산3동 495번지 3호, 1층.",08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:00~22:30,09:00~19:00,09:00~19:00
486,청년약국,031-8039-7582,경기도,"경기도 성남시 수정구 성남대로 1330, 1층 104호 (태평동)",37.4485072,127.1271159,,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,10:00~22:00,,
487,청담약국,041-666-2288,충청남도,"충청남도 서산시 중앙로 135, 1층 (석림동, 비타민빌딩)",36.7780067,126.4863782,,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,08:30~22:30
488,청룡중앙약국,02-303-6550,서울특별시,"서울특별시 은평구 가좌로 233, 연희타워 103호 (응암동)",37.5903705,126.916392,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,,,22:00~25:00
489,청사약국,070-7757-7271,제주특별자치도,"제주특별자치도 제주시 중앙로 234, 1층 (이도이동)",33.4967027,126.5523698,,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00
490,청솔약국,033-251-3981,강원도,"강원도 춘천시 금강로 67-1, 1층 (조양동)",37.8796352,127.7301299,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
491,청암약국,031-480-4876,경기도,"경기도 안산시 단원구 원포공원1로 46, 1층 (초지동, 이마트안산고잔점)",37.3030918,126.8130208,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
492,청주상당약국,043-275-7431,충청북도,충청북도 청주시 서원구 사직대로 132 (사창동),36.6371196,127.4580083,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~22:00,09:00~22:00,09:00~22:00
493,청학약국,031-841-0554,경기도,경기도 남양주시 별내면 청학로114번길 10,37.7091106,127.1146437,경기도 남양주시 별내면 청학리 466-9,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,,09:00~22:30,09:00~22:30
494,초원약국,031-449-5601,경기도,경기도 안양시 만안구 안양로 323 (안양동),37.4004746,126.9195955,,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00
495,초원온누리약국,02-3436-8743,서울특별시,"서울특별시 광진구 강변역로4길 10, 강변역지너스타워 307호 (구의동)",37.535315,127.0933914,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~18:00,,09:00~18:00
496,최현수약국,032-814-1333,인천광역시,인천광역시 연수구 비류대로 429 (연수동),37.4243634,126.6824982,인천광역시 연수구 연수1동 507-14,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
497,춘천대형약국,033-252-7585,강원도,강원도 춘천시 동면 한솔만천로 18,37.876354,127.7750856,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
498,춘천백화점약국,033-261-8878,강원도,"강원도 춘천시 신동면 김유정로 1668, H동 1층",37.8365725,127.7316223,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
499,춘천태평양대형약국,033-818-1112,강원도,강원도 춘천시 동면 서부대성로 464,37.8751847,127.7702392,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
500,충무연세약국,041-532-2592,충청남도,"충청남도 아산시 문화로 379, 나동 101호 (모종동)",36.7786246,127.025017,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,12:00~24:00,09:00~24:00,09:00~24:00
501,충주프라자약국,043-848-5720,충청북도,충청북도 충주시 봉계1길 49,36.982309,127.9144732,충청북도 충주시 칠금동 849,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
502,치료의빛예은약국,02-388-9633,서울특별시,"서울특별시 광진구 동일로 74, 1층 102호 (자양동)",37.5392307,127.0626599,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
503,친절한약국,02-421-6251,서울특별시,서울특별시 송파구 올림픽로32길 13 (방이동),37.5132342,127.1103569,,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,14:00~24:00,14:00~24:00
504,케어팜약국,031-555-5543,경기도,"경기도 남양주시 도농로 24, 지하1층 101호 (다산동, 부영애시앙상가)",37.60841,127.1586827,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
505,코끼리약국,02-420-2290,서울특별시,"서울특별시 송파구 석촌호수로 78 (잠실동, 1층 30호)",37.5093557,127.0858987,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,11:00~22:30,11:00~22:30
506,큰길약국,02-553-1517,서울특별시,"서울특별시 강남구 강남대로 370, 지하1층 (역삼동)",37.4999072,127.0373932,,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30,09:00~23:30
507,킴스백화점약국,031-979-8584,경기도,"경기도 고양시 덕양구 화신로260번길 51, 현창빌딩 1층 (화정동)",37.6330079,126.8326203,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,10:00~22:00,14:00~23:00
508,탄방우리약국,042-486-9911,대전광역시,"대전광역시 서구 문정로48번길 70, 1층 (탄방동)",36.3452698,127.3842685,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~18:00,09:00~18:00,09:00~18:00
509,탑동보룡약국,064-726-4949,제주특별자치도,"제주특별자치도 제주시 탑동로 24 (삼도이동, 형화빌딩)",33.5175517,126.5225265,제주특별자치도 제주시 삼도2동 1261-13,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
510,태광약국,063-463-3571,전라북도,전라북도 군산시 대학로 414,35.9577717,126.6892474,전라북도 군산시 나운동 870-1,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00,11:00~24:00
511,태광약국,051-754-9921,부산광역시,부산광역시 연제구 과정로164번길 9,35.1861927,129.1077913,부산광역시 연제구 연산9동 469-16,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~23:00,09:00~23:00
512,태양약국,032-667-9700,경기도,"경기도 부천시 부천로 1, 부천역사쇼핑몰 4층 (심곡본동)",37.4846085,126.7834539,,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
513,태종약국,062-654-9975,광주광역시,"광주광역시 남구 봉선중앙로 51, 103호 (봉선동)",35.1447337,126.9055087,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,12:00~22:00,12:00~22:00
514,태평양약국,031-222-1413,경기도,"경기도 화성시 효행로 1069, 1층 105,106호 (진안동, 우성메디아)",37.2152224,127.0436428,,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
515,태평양약국,02-322-8344,서울특별시,"서울특별시 마포구 홍익로 1, 1층 (서교동)",37.5527992,126.9239678,,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
516,통영서울약국,055-646-8113,경상남도,"경상남도 통영시 중앙로 334-1, 201호 (무전동)",34.8601353,128.4291267,,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~13:00,09:00~18:00
517,튼튼약국,031-917-7582,경기도,"경기도 고양시 일산서구 중앙로 1426 (주엽동, 일송노블레스 208호일부)",37.67018,126.7619286,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~18:00,09:00~18:00,09:00~18:00
518,튼튼약국,041-352-4681,충청남도,충청남도 당진시 당진중앙2로 113,36.8944104,126.6309251,충청남도 당진시 당진읍 223-4,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
519,파랑새약국,02-743-7735,서울특별시,"서울특별시 종로구 대학로 121, 1호, 2호 (명륜4가)",37.5833418,127.0013096,,08:30~22:50,08:30~22:50,08:30~22:50,08:30~22:50,08:30~22:50,,,14:00~22:50
520,팜플러스약국,053-766-9114,대구광역시,"대구광역시 수성구 동대구로 95 (두산동, (홈플러스 대구수성점 지하1층))",35.83871,128.6230423,,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
